No,U_m2
126,07e14b24dd9d9ddf7c71c415f4ad6336
2383,9ca96e54887b9d6bd5419d87ce1ff4ea
1317,55a84cc4f71d50cfe39f60c862ba421e
3855,ffacb9f7787491bb372c5a68db154ac3
692,2dec082a6aa896a2a3700711624ac89c
2422,9f1386aec31f0e00aff0fbc47b0ed004
1524,6393406e91df8fc958f979d36530e969
1931,7f66e47b44c80b9e744f6937207395a2
936,3cbe2bba4d9f7f920f7a2c196a18588d
1116,47fc89deb4c127198bdadf7fafc8c78b
3697,f345401b1d8e5ec7a17da904d7cf875f
974,3eaeb7ca68ee5e3eea495308e5d8aa06
1855,79c6634ba394084babb8c127114be034
2813,bab3c8b9dc536d88a832c270e16de556
3349,dedcc4a82197106d1dbeeee4a425c05a
2387,9cdf6104186e0aeb3f99f9dc90ee884c
2264,956126bd884e21423eac71796f8ece49
3,00311b8c780f6ce64e5445bc1ca909c4
3238,d70c53b6f074ebf6a5a404a69336a08d
1108,476f846532d43101b1cb7ca0b95eaca8
1531,63e15e9c356f4c032f86d6acafcf2d42
829,36b9f9bf95264f71803522f5a6bcbf5f
1326,56a01f5709111b0ead9ef4291fb282bd
3495,e670b52cdb8341d9f74cc7daa646fe0b
1949,80c205c9f5460e783c3ccf025cf9ec2a
661,2bedb5f239df71b9e7b42c7ea0bfc632
2855,bd53ff7dad714e416b054275f553a9ef
3194,d41fe35093dfc818d261d3679ddbe3f1
879,3a052769330ef6e32f29f5216d53e339
414,1b3ab0acfc86a5555c6306a769cb7384
2005,851f69886cb1fb1275324c808eff0684
3318,dc62e4dee87b17d30dd43cfef42a4568
1226,4fcc377b06877fada92cec29eb752aa1
2217,92757cc626bf7a61250092d0290c5159
1102,4720c1fe7d9668aca8f12f305c0c989e
3010,c79cf09b1e819f8f19e5a47e47b9f341
2856,bd778787291242ac4653acbb1ffa78b3
777,33327173318bd1c70b77f5b4241a89c4
1489,61299d35928c4ca2fc79309680fa04ab
1441,5e0fb7ad5b94a04ba16abb9e30775e12
2719,b2f4a0cc420856c27771415fadd7c1b8
3666,f0ea4098c98f928ea9de0be9dbd3a668
434,1cd52fd0004c485e5aea964c08607dd6
2767,b74c3bfedb904d033579926afeaa711a
933,3c636f1c0264c96619deb8968129002a
2066,886a5178095514d3dd4619fa97d0175e
1789,75de3996e676b9f606c98ad43ab38737
2176,8fcd0583b705f0272cfa43cefadb2569
3534,e8a3c579d71f92f966f2cc4476216e63
2106,8ad7c28ddb65f71b4b18a80e8afec624
3246,d774190db53c268cc402577b8bf90435
3015,c7b4864845f38abcac6e29b8807d093c
1550,6516ca33f4a17ffe14cc4e39806e14e2
468,1f46df3ca5a2368e87dd0c1092ec7e5e
3742,f7f57ea5a45368ab71a919578128ee0b
2210,91c28497ac4fed285bce49b8b290c4d4
1287,53e1e3d7876e363d6d167037cd763f99
2435,9fa1e9cd839187e4e67af55476987921
530,2336f0f57322c27ce648439f264e03b1
1383,5a9473869a71504b1f904d72a741d2e3
1767,748e08d5bcae579d359d74e084b040fe
2639,ad7857bb4853982dedb16c637dca6d89
924,3c14d165e899d329de6d3a6ea9eee436
2443,a035e48c191b801af945701594830e3f
635,2a83ed16e19332c24d04bdb194279260
2740,b4d73f54e7145fbfe5402ffdd069e455
3218,d52d7551e755bee09e9c0c555e980bfa
352,162839b1d066d9f56b070e4dadbfce61
2556,a87945333880ca7d6fd2404cfd08aaa5
602,2817028a502b51defe90b8846416d262
1670,6deda87ddd6d70c23af7fca1a87594e6
3399,e1803a60dd52a4c8b8af023ad8c8f921
1010,4147a19f9975a261f8142f363a259349
898,3ad0ffb8b97d036f02f9162e2958d9e1
1240,50a3cfc22c083b599bd6247299f895e2
515,22336078920b997e8c3586f624c3e333
1682,6ee4d60a41573faec62a814efe9005ed
1371,59189712595bb8ea0f318b55f5f49890
2200,91293660592556ad15719dd49e622285
3035,c8cf1ef02bfeaf45780be9e8c8fec9e6
2627,ac9fae107a1bd09e987d2a9bffafcf63
1992,8476f67e90995a35219c14c7ff9a3b0a
982,3f04f72ec47b919e5b43838b98a93ed8
1951,80f757493c62353ebd7cd99f1a72829a
1603,691ecffae67c0eb69088e68a9378f070
3505,e6f6713f272795b8830494e54b4e8f2d
2090,89f68252877b67f0de75c22a23672f6c
1663,6d4d15b4a4def1421754ade81c26f194
1073,45c7417c8e1eae708250932eebd143be
2212,91eb9bf83b84a17b04cbccf7221f0f2a
2996,c690b82499e5cb660591a4ae131b3748
391,18e687fa177414b54c620ca2cba5a944
3836,fe85c563db9d742f9ba91c06488b3576
2244,940b2b77bf6bcac8dc28865b1050b99b
628,29f35a53bcac28daef81c3bc20d17af2
412,1b0ebfaa631be17de72ffc592283e2e7
2542,a776cbb6ab694cf2965fc11d25cf0772
3279,d9564c6365236678e9bc34b784bf0ade
472,1f5aa400f7635ca156780c348fa4620c
1278,52fe8eb5ab4aae2d059399ff4027ad38
3341,de145a97b351057ca3cd913d6d50faf3
362,16eeb832ef039562645436818fb8827c
1413,5c45e21378a9a2abca2546bcb4a9a7be
1993,847930d62468ef4693965af0bb6f3d0a
2725,b3a4aed983126e141885324b0f87652a
3394,e143364d56df44caf6093f6ffc1c6b10
1674,6e30dd9016db8b71afccc2bc838a583b
1650,6cb4ad4e127a64169f3a335acc63fb7d
2233,937682f51d1f7f36bf3b73699a6c295a
3168,d26f4a2b064a6ab9083cae623f0281b2
3756,f92fb0927772cef9f0c36a65b8c7e147
1757,742a510e77ce880dd091ffc937c70c94
305,139fca3689adf7763dfb90fb057210f5
243,0f76256393d484e6d4cfceb46992df6d
2676,affc6685530f1bb373a6a5cb2c432717
445,1db5ed19f261eb499a3fde9b42cfbe2f
931,3c515fd8fe45151fa31ffc70929334e0
1950,80c450e3e0494da5492a1c5e6fab5da6
2625,ac8340f2343c5c955f9df6b730a39c43
1127,4876455fe0d86099b8c395dc41e4529f
320,144beedd72508907cf8f962d36dc80a5
11,00e0f07b7e9e5326202ada80d2b01366
872,396e4be74cc274f6baa57669cdd18d25
3377,e04b1117030b8cdd058cb359ff601711
1000,40bb3f61f89c41341468fb27805e1939
1922,7ea690b6e7f8cd8f4959b5997b9c2d1e
1645,6c470101b65b793ae09e44a3b5f913a1
336,14fcddc8b89ed7024969aab4a38b92bc
1453,5f0a13d5d2c70c64cc868bf73bea4496
2555,a8343fc4d6249a5cb3ea6b951631beb1
426,1c5749aaec58ce6ab07b98a8b10cb541
2510,a4dacb6c986fb22c872db9a879334ba2
2773,b7df9818bae7a01183e1be07d5ee73f3
2859,bda5ec6158fc26bd298f6124d181e773
1409,5c182e56979dbbc038f33a213b4d7091
1103,4738e883c8cd22a18881c4369387bd1e
2764,b6ee5f7a05cff539d6a92e3f0bc2917f
3413,e234ee7385046cdbde6f1924f0338a5b
1783,758b1917afc5e1674ba203c87c003602
3719,f53f5ac9bbcf7e78a1f8ba00aa56cb27
1678,6ec84a7b3fd94349b67c9a18208f7fab
2548,a7d5a4f0abcafeade4757d91a200be9e
2181,8ffa9aee83fdfef21a169c5dcf48b70c
155,09b8f748fcae7bba7bb4aff6216ae402
552,2410c1a303b5772078cc3b216496e203
2947,c382ae2b0cfbb7bca5f2cee1e8637ea5
3761,f9887e176fcef00f39580e07b77bf4f4
34,02c2c3779d1db43c7af41ed00c6e92b6
3709,f460d08fe507ed148c51eb4943d53cf1
689,2dc372ddd7a62abf73cd395da91a42a3
2781,b865d27839853e1d3d831061535b166b
1036,428bb6bd65ec299ef373b2b8289f7ee2
1655,6d01b5d5b77b905e37f357bde681b5ed
563,2534da174157161a7bd26705bcb824d7
2887,bef0033a3ea64755f49d911420957feb
3322,dc9b3822acac8e49a5262e3c2e31b607
3147,d1126d2ed9e270e6fee6c991edbd8512
1011,4152583510d7e672aaf25659abfb4c9b
2315,98c4d7ef3281aa5570aefc6212b4c4ce
200,0c5698d29cce274d0070bf3fa70defef
1642,6c212cdf758e5b8bac62e4a4e85f189a
1597,689a3b0f95d13cbb0b354f0377643b59
1540,642ca05aa17051b7bd1e49795850b875
1636,6bd457988e2f590d20f8a907985b97f7
56,03c3b695cb7ebde4179ad82cea26656d
1346,579b64a2673689abc27e066fbbcfb945
576,262467bcf30be167b303cdf7e358e7c6
753,3189c5151dbc6a8c8ee703356efa14f2
1233,505b12ee453d97aa181ef73d91c75a4d
1628,6b72856150ea7e5a319dbf802aa2c7c8
1566,65efab1373c15ea1d27c85dac783db27
903,3b037cb56efae732787312ce46157a3f
3458,e47ddf7f3a70921d9f4fb07a8a9ec65a
558,24d729f0f4ec86fc0d326d51b74bcded
2123,8bf039a39bd8aaf8dfc111baf41e1b58
2,002900360102f679970f23fff6d2b5f3
2632,ad421e84162a1d8f948024b6d60f26d4
341,15614e272c0217a50285e1a4e8f47067
356,164aa18903407c291f2b0435d52d16fc
3443,e3ac487f4306c19b2d7c7a8837a85574
2163,8f46a620f596b0b673c6b21e8022e78a
330,14cccd286ca1c12f20378aa1c9d0a910
2521,a5a44742e3122eccb5a9b94051c36b60
3648,f04ddc045e730e8ab789c28928921ac4
2530,a68be1fe002f08c6942263a6e82589c4
702,2e868acbd1786a58dc02f9f7b65d6b38
1143,49ecfd540f1323e1a30651d18cea8336
142,0923939f560dc7f341bf5e6191ce15eb
484,20538bcf778434381dcee2eff30db578
1312,553efaad764dbd6750ec00fdcc5e420e
2410,9ec0bee7e7343e6c1830b7f5af4f9e46
1874,7ac25bd3ef26a3bb8d1f3d90db10e899
1434,5da32ca58c5471dbbf23670024741b89
1001,40d24c823eef4266c8fb2485fb630d66
3482,e61810335eddb20e6cd9fbba1dbb9261
2563,a8cc77daa4ea737978a76a3a06467a3b
2143,8da0365ec392a26865e268485ea5a4a7
2215,9224e562f32da8a9e01d53d27d2a67ca
1265,525f32ba3eb520b5eb0a2beafc1b5ba3
2112,8b11ba7d2c699d14f09b6ac37451fc3b
1754,73ff1b3afe956783e1e72b31e85701de
3589,eca100646523ba4970999691e1a4f4ff
2588,aa41c731a70148f7eaa618582d693ace
2160,8f037da5ddb22cb4e38ca5f8153c18e4
1964,81da79fc1810f8f5c863d03fc8f1a073
419,1bcd167edc1c09cd391781a30570abde
2352,9a99c75bf08bfa35aa5942be1b01642f
1475,6012d9b663bb29a6a3e83004c91e349a
2331,996fa7b2ec5b7d4d9ccfc7c44e79b74b
3334,dd89469cbc767387292760108ed0cb8d
3434,e34ec89e1dc770adbfa3015f0d9996a9
2001,84be0bf426a134c231fe46c4a6259140
3310,db76c310cf6e08d8dd882b737dff56b1
853,3868f4ec43b2f7aae312def0aac6542b
3067,cb8c8839ee10c9d629dbfe5bfbe7bd9a
3146,d10c5f840c421c5ec21c3723cb2bf245
1179,4c9f5963243ddf7eb8ba6b786ceb7e56
1254,51cf797331a53fec7ec354a6f5855dcb
2554,a82b5385ca9002cf5a0a98f8a7e4206d
994,3ffbc665dbed51a7d2be4e5557980546
771,329b9b9737fe512f1cb7a6d240f3c16a
1772,74f3dddbc470a986c5918ce0609b3db3
238,0eff6716eefe56a50d04841f2c524bb8
1110,47a0ad627a25debe6b4be43541a0d18f
3774,facbbcf941fd64cce34c715e6e9da43f
3404,e1bb0910fa245d7fa2474edcb33f365b
1958,816a000505a6e1c52085c89f8000aa48
2489,a35cd3229a9f801f59a3e2901284527e
1708,702625aedb85b011ae616f8c76626ec8
1494,61b07bf5a49a5d1aa42d6ab302aada27
3463,e49f6e8f4eb38af6e9d49779aae6d77a
1122,48579b1ea583339a091e36753812f7f3
3391,e10bfcccbc90bf22287150c467aacd51
1967,8206391814de0bb77121338e72bf36ac
2411,9eccd114742a4e82c58e1ec8776f1dd0
277,118cf3e7970de38b9e71e0d883f1dc21
3571,eb320f8fb4a49de9f1024f0b8e1776db
2517,a541a17a664ba19fb8a56b3cd04c1d0a
3330,dd4ff63eea125cb5acb4a7f0a36e951a
1487,60f08b365ae0f7e14e239bfcd85aba91
14,01398efb9207d77820a99caa86b07202
2062,8858a6f17863ca025a4f59a73b7ffdb6
1403,5b9308de2b1953746d0afe8986e785ee
696,2e16af7efc33b3a4b5abd819fa9399ac
477,1f8c1d7af601c8156097dc5873034b92
2140,8d6d4f2ac21df38e3898b59a58390c68
494,20cd1171e9ecdfec2ec04a77dc5c953f
3076,cc410dacf7abda58b7023ebe9f586126
3603,edfcce7db2bc3aae32d708730d5ebbee
768,3259bc40a3f3c1f266348aa02756a6b1
3239,d71077193ec352ee7c7b6f5ca5607cd1
1559,65b312b35070b5fdd47092af9679c978
242,0f7414fc5798e329eb6c1ed136d257b5
513,2210ea3db6e29e3ee7426b37d99cf389
2886,bedf1a0af1486a262b86706e58435b34
1405,5bb11511530a30dd186f6dfbef3ebdba
1482,60a4a2f8cf5eeb465bc88926b9fbf5ce
3356,df1f478e7ae6050360028a93e1b4c9cd
2705,b1b5ef26dfab0a7664324bc9f699236d
3081,ccce921a34d02d22ae3266fda7dec5e8
2920,c1ccc20fc2e1888a5018c94e5d7e75a6
47,0340400dc90f6d867cf99c6cd681e168
1168,4be686f7cba2e3ee46895b999ead23de
1189,4d6761c4f2cb3ddc218487a86e21b4d1
3487,e6328edccbeb4258dc5a8aa482414c15
395,193a81e0f67284f4e04a74381fb438a5
3759,f98391f6e20c98e485fbff9a4e38d71b
2606,ab21d0c30ebd11f10d91b3984e7ceab2
549,23fb1a296e93bd76e7dc61d0f782bd9f
708,2eec57a06c712b8177b8659c1ec5ab69
2211,91d99183c9aca8782c79dafeedf940d3
3382,e0803bd792fa187e0a34519bcc068047
263,10af44675519f6528c778ffcf2b620bc
3266,d8fe21d22677f0efaa3a28d13acd4e31
2307,986ab8c877705dec85d7dd8058629238
2933,c26ee26833c857980e5268454601a896
405,1a4c15cf02b68d4bf4d00d9e05d4f73f
3662,f0c7c1fa90a9a9dd4ed756f13d616bcb
2754,b61d567a6c17d35d542b3164ac3be66b
2353,9abf4c3296c603aa3398c50e23c5b827
2193,90951e7f9bfedd1bba4d1c3c88e03ce2
208,0cc8f3db5c6af4863c396b7e518bfe46
2111,8b090c7022bf406b6178584ff5a34ac7
1691,6f45d9d23f136af73a75679e9cd4abe2
1857,79cbac871a073d85a14eddd2ab0986b7
2051,87f94b6f153fc904d0f5f4459288aa56
1660,6d2434f3a1fcea1d832f25a068c52cd0
1443,5e1aad37ee93b6b95980fecd31393c5a
3656,f0aa94e87b55093ccc1542f556588387
2669,afc8a8c6821b5a2d329a9a5d8a3225c2
3480,e5fa82b5db5ed487145d31a3dc9ddcf8
85,05688c138e378a4d118e521589489beb
3616,ee677442c5371cadf6c1d221c227efd9
3309,db31bf2159138261d55704b223600610
500,212bae1ab7c8f5e6bbbf94eed5547cd3
2418,9ef93eb4698bbfee3ea06e6835c54d75
1412,5c387cf10248fee0884f29fb2fad97d1
797,34e1ed9a1d4d828c3c8dbde5191ac7d5
1348,57c0614f1aa58d63a8501fceaaa8081d
3560,ea806f02313f70deb29b18e70c629bd1
268,10bfd0700f8106022624dfcafa7dd405
2370,9bed3e25d955f463c04c73089df33f11
1196,4da9d13981a77a0440d264fea24756aa
792,3485cb8f08d67f9e250c9417d84b2047
880,3a141130b792da4295c19808eb797af2
3718,f517c891abac6acdb55711700054334c
1546,64cedce9fe6f3770df8218e20d94025b
734,3060c53a1c9b9192940e34f02941c5fd
3133,d02f80b1d52364defccc26b901cbf00e
2498,a41a53c24cb1e6c2f1196d49ff425bb1
1680,6ecf0ea27d391a1ffc977a2671c50eda
206,0cc23c2d8383a9a752be2cf4a9cfe85b
1417,5c5ebcae0543acbdca1832abaee38ef8
1793,761dc77212339aa7f02b1309148bbe80
490,20b9d723fdb86f2321d372c60a2895f6
408,1a8e5e6239cb85fa3df79ce50d606ad9
1605,693c2b79f46c73742aca1268f66468a6
2958,c4208e7d68af7d81dcb43a106d788c3b
2429,9f70331b3995683cad4c11217c7c50b6
377,17c7b7368f0f0050b646813bd13e6faa
3617,ee7c94401931e3af1a35c203e5e3c65c
512,21f37c1f04c5521a45667af6e6db3e73
1005,411753703ddc0f4c596af0cb9b2e4892
134,087a8e69a501943c1fce61355697c8c7
3199,d46f1b99baf07c34b21f30f854e03dbe
269,10ced7275fcab662bc156f032f1c62d9
3745,f84ee111b38a517db3f96ac12337e1c5
2684,b06adcee73f0eb5f94ecaa45279ad76c
233,0e78d594e2e96157097265031f0ff24d
2523,a5b5b7061adc96629cc7587406d4677e
3598,ed9c759c3d23a8382e676d6353b97a8f
3668,f10143b1de21153f704cc38b3c370406
232,0e7888220553627c196d411b9e6ca97f
2566,a8d0c833bcb7d9c3cc628c2a14d44660
3804,fc501ccfd586599a86277af44f477f45
810,35a6b5758745a2fdc708ed25dea94d93
1552,6519b6c7a9f55778c73c209fb119aa09
2992,c66b723b92ad7dbc0294a83d53f3ae64
861,38db0629536271e0ebb7194c0782a10d
2816,baf401a5089a3c6a85a7e0a37e9bffa3
1675,6e6c370a91d264ac01b9fdce0c01ca0f
2318,98de0d3cfd693a73e93903847eb768f9
1804,7702a3919734d202c43feb6f4e02abd2
2137,8d3fdd7b2db8bc0169926dc6be68669f
951,3d5716c375c4bda0a7bca3ee11a6681f
1352,58271dbf4367cf3cd8c5fbab16a2f6b7
2761,b6982a7ce32a1481ad52e0ea756f533e
1773,7508b135cc6abbd01c82c115d1b2f44d
3209,d4b73f3948144071f7fe1d162190d832
2993,c67396409bac37bded8473679c49f148
1366,58da42c4a4e687e4aab9d5593f8908bb
329,14c2bc46dc88f60faa0afac817ab36b5
932,3c5b88727f939ba169b339b052a13a07
3003,c6f766f0663f5ac9257230f8bd0249f7
812,35c0ddeb886b1b9dc824c11bd994acac
197,0c311d114fc0fe394e299dbb624a4e0c
2565,a8d0836cb67622285a4860e6e170afd3
2025,8654be856ff34567b190c1800bc527f2
3166,d252ebb17eb1c529a4b1f6aa4c57eee9
2345,9a20ccb04b2d2fa897fea34afc7d8d83
1794,7626b559688c5dcc3acce61ff8e3d4b6
1595,686c013b0e7bc5f64dac52c271afe717
2390,9cee9d6956c2bc729f792cf54aaaa561
1454,5f0a916fd005fcb1fe6d3e2c83bd2e21
63,042e3aea776c93a6a28e470241742974
2008,85600a4fb2cd1db011f166b06d50e282
250,0fc511f8e3f7975a9ed3bb0da3971647
274,1151c86ad0f07b23a61b658179162e8d
354,163abc4dfe0e01f86489d6bfa491cddd
1867,7a6c48e01cef3d1b4acfcd868e199c61
3619,eeb9adf17f7fd55b1a37334d3b8d7f31
3077,cc5569fe0975949f0286c852809b5aa1
627,29f224b27ca6113649973c8d57b64abb
3045,c9672c5609de152bd6a53cd417baf60b
977,3ed246ba2516982fc9e1e35434fe10e9
3343,de21b89a6e0022d366551178bd241891
2895,c0191da32c1a6b1bc0f4aa557acd60de
2756,b65335687a7882636b8152b7a9ee156c
3134,d038b0819c8671537e8bcb77ba54cc5e
32,028e9e74970797318d6e84d9a695cf62
2063,885b686d5c1e3a8f2b1d6b83b946734a
1209,4eb5da211597cd0eb40688a122b33b12
1269,5295db56448172cbd225e21f69057441
3764,f9adb4987ecb3ccea36d335eac306605
1568,662402e7b34c7ab58e6d4af9c4c22b95
1976,82d8a7fbda6945f44ec8fc385742f55d
1086,4687694a05a74b65fe87d9ab15e13668
2124,8bffca83cd2e3cbe49000e020c0dd831
3106,ce23f7d70c184341befb3f27b0d1aac7
1204,4e360fddb36e0398d4dae2c543cdd455
1592,6848344087ec3523c42308fcb6aa7a07
13,01238a1ddd19ecfcd672405639e0e6cf
3663,f0ca944e1de9302bfeb9e886495f3743
1668,6dc0449416b83a12b7548cea128ea423
3108,ce4816a0acc81d913ae0b179e83bb384
3103,cdd7ff3b2225912c9bba299806046ec9
86,0578d2875977930dedad3ba197f5c354
1381,5a6b1ae2da9d03a5695e036d5884362b
633,2a6b1899709ae99d5c1b67a913e1001c
3113,ce91ea70bb16bf89164651f3bb4d5d0a
3173,d2fc96d7d84f8e1403279080f7e154db
1580,671c831b8445e4cb45ac9b77b325a623
1060,44cdc05b3168d8f8be5cbb22a49c4319
2618,ac09eba65017047a8d80506b225e6a7b
598,27cf475f0de648872581f590bee640dd
2122,8bccbd506d7cfa230441220892b620d9
1131,48de5630dbde0e6a75509065f0ea8df6
2846,bcee4214314d2da8db0db2d097fe7bcf
1530,63de05fb6969f472ab3009f970734910
489,209081029812fb0b4b4e519f24a09d5e
2910,c14f447b10df4b671dd26ca555b52b3d
717,2f7223f4a1d60033e63c4ee6080ed1fd
2030,86819605170924e9096f7ce62d9a0abd
1719,714a7cc0f5787ac797b087b28ae28f07
2988,c5eade1d10035d8d4ba1fa1eb4807a37
123,07d072d453ebd0e3b711a0a1d86bf39b
1776,7524dcfa96d45ab3af939ddd9c71f5bc
3572,eb3416c12cd84c75000bd9a8b71fac67
1952,80f833c333072bf2e1e80cc979a46cd9
749,3170ba1396213ca3356712ea71b84295
3512,e77b124ecb76dd930a9737d8ae2dc190
1953,81104e5216a035190001111f22e31fed
3258,d8a1593238bcce86d13a6c4fcd1cabd7
2414,9eebb1a70e59a4632efe06160fe95e97
1232,501f86c03ab97e05e27e8362886cda44
2069,886f16fbd194882932246c49d2fdb58b
969,3e6e0990f26c8f1bb3c72bfca3b62cf9
1826,78122a11cab80a879c71ca4d05d76cb2
3810,fcd635cd6033955ae3df6b5ae1276dbc
1092,46d50b709d08b57a2a96a6109b43ade7
3605,ee21a40929bbf02c07c8a4574095d233
616,29094e0dcc11cd5b5ca63072282cc8c7
3530,e887e06fa98e02d31f80847d05853458
394,192b445680ba3480192736bd54117541
251,0fef76f82dd9f12a4a4474e01c8c600b
1027,4237dbdb4d3d43d86d08642f72c35855
1929,7f40857fecda0e74b012d8b7596dbaa1
3062,caadcac4483c2062151f42893460c130
2806,ba303a70864c7824a4a6a0412c0c9033
3654,f0970393aca0c2671772bf1a520546e7
3833,fe7bf5cc914bf6c0d0816d773f3232e5
2998,c6b40417a43f1fc994f5827471315369
964,3e3797e42b9af5f07decb3a3f52c3322
1695,6f8e37490b0811ab33f2d8263fd36293
1969,8217eb262323d462810384ade79492ce
2032,869aa064df89031d2c902fa45859d897
2046,8763b74f9c7b7bf314fe02c2da6fd740
3054,c9d7d97c1787c145e15ddd89196c114f
1921,7e9f6d9e6168d5143f527a828f10bd1a
3653,f096079ff36d9e859e1d8c3279b3f88a
2002,84d0f2ab029c032662cb9d81eda3ac04
3350,dee0edb4a38a6d74f92eef2bd272db1c
92,05c0eaad641d74ca0bc26e3123f07986
664,2c49a531d128dabe0cfb5d43122b5185
908,3b402f1a88718580e364ef8ec9882a66
679,2d2cf3a79b742ec76c6ee378b67c44b0
3421,e27bf3061d231e158ef61bd8b17728c8
3803,fc4c114aa0b2421d43287a44444e68e6
333,14ed234bec0873f775df61dbb8a2105e
3476,e56b6fb7e023342a90d1eaed8a7f7f9e
536,2383eb19b11c0d983a723dab14812575
2598,aa9cc7a1a0b13a280ebe93a439a0e39e
2815,bae1eadbd08f46e67beb8b5201ac6fda
3510,e7592bbd7f9545cefae699fb687b76f1
3428,e30344ecb96fbe267c704cfc994374e3
2209,91bd6bf877a73c6fe37491db12bfc2b0
3474,e569f81bb8643b0ce7dddea5b16ccb94
3273,d935463546eb5bdafd74b85fa30163c7
2256,94bd71ff8b3cb126a36638b5ce8e3dbf
1335,56e53c6a428c191096b2d3bb30c66b8e
2680,b02dfd4f535d2a44252f32fc55d5c677
3294,da8d5e1b2cc0c1febccb6d148ef30501
2300,97d271a59c56ed3d58dcc5bdd4dee90f
2743,b4f94048c56e436c94976accba231eb3
57,03c3c309a8dd3c9bf3ea5cf011ed4de7
1847,7977667b27b8729e26c72e9ab946ea21
3243,d72988d85cc85812553d6d3de32fcd7f
1100,47194e03e97bd69fc1918d4544b3050c
3611,ee45e5e9a0d339d9edf8607d2a4fd772
2324,99094228423b10159ee3b40214e0e2b9
906,3b26f35e20fd98b077ca57a08d7c929a
2882,bea189b164954cbba7c547e262ada5de
2285,96d799857c16835d90dc1b7aebbc0d2c
2877,be7c3d36aba959aa5751c24af0d65a5a
3407,e1d4ed7987a736bbdd15f60d75011840
2470,a1f40bd8747b9c95bc65f369b69e9228
2819,bb29778ac392164ed5d7c6b15f8ae2ad
1763,744f09802561938f8b0afca2b5e17d3d
1363,58c395fe0ec25f4aa6c53def28a67bba
1717,710e0bb686d70905875733846785be56
1740,72ca3976ed470d8272fadf386c253d0a
3208,d4b7394ac9740f53f776b791b90d31df
733,302a5787fe9d0f1a1ae2af75c2d6c016
1923,7eb481a437a9e7f2e94edbc49be4c68b
2961,c44ed42e988baa6587f56cf0b8878dcc
2448,a07421af0c686d1354017b0af98e18f3
3098,cdb3910e4ceed3a8bc87304266dda758
1577,66f55cbc050752f6e9b22990e47937db
3251,d82c7bc9582f3d54470b342a8eaa1aaa
3383,e0880c513cea371298e702120276f6ab
